set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
71361-1,Super Mario,Paragoomba,2020,24.0,25.0,4.99,
71361-2,Super Mario,Fuzzy,2020,29.0,21.0,4.99,
71361-3,Super Mario,Spiny,2020,20.0,28.0,4.99,
71361-4,Super Mario,Buzzy Beetle,2020,16.0,17.0,4.99,
71361-5,Super Mario,Bullet Bill,2020,25.0,16.0,4.99,
71361-6,Super Mario,Bob-omb,2020,22.0,14.0,4.99,
71361-7,Super Mario,Eep Cheep,2020,26.0,20.0,4.99,
71361-8,Super Mario,Blooper,2020,20.0,13.0,4.99,
71361-9,Super Mario,Urchin,2020,27.0,32.0,4.99,
71361-10,Super Mario,Peepa,2020,21.0,26.0,4.99,
71361-12,Super Mario,Character Pack Series 1 - Sealed Box,2020,0.0,0.0,4.99,
71362-1,Super Mario,Guarded Fortress,2020,468.0,14.0,49.99,
71363-1,Super Mario,Desert Pokey,2020,180.0,8.0,19.99,
71364-1,Super Mario,Whomp's Lava Trouble,2020,133.0,33.0,19.99,
71365-1,Super Mario,Piranha Plant Power Slide,2020,217.0,6.0,29.99,
71366-1,Super Mario,Boomer Bill Barrage,2020,132.0,9.0,29.99,
71367-1,Super Mario,Mario's House & Yoshi,2020,205.0,12.0,29.99,
71368-1,Super Mario,Toad's Treasure Hunt,2020,464.0,10.0,69.99,
71369-1,Super Mario,Bowser's Castle Boss Battle,2020,1010.0,1.0,99.99,
71370-1,Super Mario,Fire Mario Power-Up Pack,2020,11.0,0.0,9.99,
71371-1,Super Mario,Propeller Mario Power-Up Pack,2020,13.0,0.0,9.99,
71372-1,Super Mario,Cat Mario Power-Up Pack,2020,11.0,0.0,9.99,
71373-1,Super Mario,Builder Mario Power-Up Pack,2020,10.0,0.0,9.99,
71374-1,Super Mario,Nintendo Entertainment System,2020,2646.0,36.0,269.99,
71376-1,Super Mario,Thwomp Drop,2020,393.0,31.0,39.99,
71377-1,Super Mario,King Boo and the Haunted Yard,2020,431.0,5.0,49.99,
71708-1,Ninjago,Gamer's Market,2020,218.0,9.0,29.99,
71722-1,Ninjago,Skull Sorcerer's Dungeons,2020,1171.0,8.0,99.99,
75274-1,Star Wars,TIE Fighter Pilot Helmet,2020,724.0,0.0,59.99,
75276-1,Star Wars,Stormtrooper Helmet,2020,647.0,0.0,59.99,
75277-1,Star Wars,Boba Fett Helmet,2020,625.0,0.0,59.99,
75279-1,Star Wars,LEGO Star Wars Advent Calendar,2020,311.0,10.0,39.99,
75280-1,Star Wars,501st Legion Clone Troopers,2020,285.0,1.0,29.99,
75290-1,Star Wars,Mos Eisley Cantina,2020,3187.0,21.0,399.99,
75317-1,BrickHeadz,The Mandalorian & The Child,2020,295.0,0.0,19.99,
75549-1,Despicable Me,Unstoppable Bike Chase,2020,136.0,4.0,19.99,
75551-1,Despicable Me,Brick-built Minions and their Lair,2020,876.0,1.0,49.99,
75940-1,Jurassic World,Gallimimus and Pteranodon Breakout,2020,391.0,21.0,49.99,
75941-1,Jurassic World,Indominus rex vs. Ankylosaurus,2020,537.0,23.0,99.99,
75969-1,Harry Potter,Hogwarts Astronomy Tower,2020,971.0,8.0,99.99,
75978-1,Harry Potter,Diagon Alley,2020,5544.0,17.0,449.99,
75980-1,Harry Potter,Attack on the Burrow,2020,1047.0,8.0,99.99,
